Formatted Date,Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars),Temperature (C)
2006-08-24 15:00:00.000 +0200,26.13333333,0.43,8.2432,177,9.982,1013.44,26.13333333
2006-08-24 16:00:00.000 +0200,25.06666667,0.42,9.5956,101,9.982,1012.85,25.06666667
2006-08-24 17:00:00.000 +0200,25.21111111,0.38,7.8729,154,10.3523,1012.46,25.21111111
2006-08-24 18:00:00.000 +0200,25.04444444,0.42,11.2056,140,9.982,1011.84,25.04444444
2006-08-24 19:00:00.000 +0200,22.33333333,0.53,8.1144,129,9.982,1011.46,22.33333333
2006-08-24 20:00:00.000 +0200,20.31111111,0.6,5.3291,118,10.3523,1011.45,20.31111111
2006-08-24 21:00:00.000 +0200,17.75555556,0.7,7.6636,110,9.982,1011.97,17.75555556
2006-08-24 22:00:00.000 +0200,18.17222222,0.69,6.2951,119,15.8263,1011.7,18.17222222
2006-08-24 23:00:00.000 +0200,17.26111111,0.72,10.4328,107,14.9569,1011.63,17.26111111
2006-08-25 00:00:00.000 +0200,17.06111111,0.71,10.6582,119,15.8263,1011.78,17.06111111
2006-08-25 01:00:00.000 +0200,16.62222222,0.71,6.5044,119,15.8263,1011.49,16.62222222
2006-08-25 02:00:00.000 +0200,14.76111111,0.91,1.5939,277,14.168,1010.6,14.76111111
2006-08-25 03:00:00.000 +0200,15.06666667,0.8,3.1717,130,15.8263,1011.15,15.06666667
2006-08-25 04:00:00.000 +0200,16.16111111,0.81,3.3649,190,11.2056,0,16.16111111
2006-08-25 05:00:00.000 +0200,15.11666667,0.9,9.499,84,9.982,1011.12,15.11666667
2006-08-25 06:00:00.000 +0200,15.02222222,0.87,4.669,96,9.982,1009.87,15.02222222
2006-08-25 07:00:00.000 +0200,17.10555556,0.76,10.787,108,9.982,1009.79,17.10555556
2006-08-25 08:00:00.000 +0200,17.29444444,0.76,10.6582,117,10.0303,1009.36,17.29444444
2006-08-25 09:00:00.000 +0200,20.9,0.73,9.5312,117,10.0464,1008.64,20.9
2006-08-25 10:00:00.000 +0200,22.65,0.62,15.8907,148,10.0464,0,22.65
2006-08-25 11:00:00.000 +0200,22.58888889,0.63,12.4131,221,11.4471,1009.18,22.58888889
2006-08-25 12:00:00.000 +0200,22.03888889,0.65,14.0231,270,11.27,1009.8,22.03888889
2006-08-25 13:00:00.000 +0200,22.22222222,0.64,4.3148,320,11.27,0,22.22222222
2006-08-25 14:00:00.000 +0200,22.33333333,0.65,9.4185,255,10.4006,1009.32,22.33333333
2006-08-25 15:00:00.000 +0200,22.82777778,0.66,9.3058,215,11.27,1008.86,22.82777778
2006-08-25 16:00:00.000 +0200,23.81666667,0.59,15.6492,230,11.27,1008.57,23.81666667
2006-08-25 17:00:00.000 +0200,22.86111111,0.62,9.9981,226,11.4471,1008.64,22.86111111
2006-08-25 18:00:00.000 +0200,22.7,0.66,14.5705,212,11.27,0,22.7
2006-08-25 19:00:00.000 +0200,22.01666667,0.65,12.6546,231,9.982,1008.44,22.01666667
2006-08-25 20:00:00.000 +0200,19.92222222,0.74,8.5652,238,11.3988,1009.24,19.92222222
2006-08-25 21:00:00.000 +0200,17.71111111,0.84,8.4686,279,9.982,1009.72,17.71111111
2006-08-25 22:00:00.000 +0200,17.22222222,0.81,5.4096,270,9.982,0,17.22222222
2006-08-25 23:00:00.000 +0200,17.25555556,0.84,4.1538,281,15.3111,1010.38,17.25555556
2006-08-26 00:00:00.000 +0200,16.06666667,0.87,6.5044,306,15.8263,1010.12,16.06666667
2006-08-26 01:00:00.000 +0200,16.02222222,0.9,3.5259,296,15.8263,1010.41,16.02222222
2006-08-26 02:00:00.000 +0200,15.09444444,0.82,10.0142,336,14.9569,1010.76,15.09444444
2006-08-26 03:00:00.000 +0200,13.79444444,0.96,2.3828,144,11.9784,1010.49,13.79444444
2006-08-26 04:00:00.000 +0200,13.35555556,0.96,9.0321,277,11.9784,1010.4,13.35555556
2006-08-26 05:00:00.000 +0200,13.91666667,0.95,2.9141,245,9.982,1010.76,13.91666667
2006-08-26 06:00:00.000 +0200,13.83888889,0.93,1.771,254,11.2056,0,13.83888889
2006-08-26 07:00:00.000 +0200,13.88888889,1,8.0178,267,11.1251,0,13.88888889
2006-08-26 08:00:00.000 +0200,15.2,0.93,7.7119,253,11.3183,1010.71,15.2
2006-08-26 09:00:00.000 +0200,17.75,0.84,5.1681,313,9.982,0,17.75
2006-08-26 10:00:00.000 +0200,21.03888889,0.64,7.4382,354,9.982,1010.88,21.03888889
2006-08-26 11:00:00.000 +0200,22.2,0.59,10.8997,336,10.0464,1010.61,22.2
2006-08-26 12:00:00.000 +0200,22.77777778,0.51,10.6904,346,11.27,1010.68,22.77777778
2006-08-26 13:00:00.000 +0200,23.88888889,0.48,8.6457,65,11.27,0,23.88888889
2006-08-26 14:00:00.000 +0200,24.81111111,0.45,7.728,327,11.4471,1010.25,24.81111111
2006-08-26 15:00:00.000 +0200,24.92777778,0.45,9.8693,5,11.2056,1009.8,24.92777778
2006-08-26 16:00:00.000 +0200,24.92777778,0.42,12.6224,308,11.2056,1009.61,24.92777778
2006-08-26 17:00:00.000 +0200,24.87222222,0.42,3.0107,352,10.3523,1009.49,24.87222222
2006-08-26 18:00:00.000 +0200,23.83888889,0.45,8.4686,309,9.982,0,23.83888889
2006-08-26 19:00:00.000 +0200,22.17222222,0.55,5.2647,291,9.982,0,22.17222222
2006-08-26 20:00:00.000 +0200,18.46111111,0.69,5.1359,292,10.3523,1009.86,18.46111111
2006-08-26 21:00:00.000 +0200,16.13333333,0.81,3.5259,326,9.982,1010.23,16.13333333
2006-08-26 22:00:00.000 +0200,15.55555556,0.84,6.4078,347,15.8263,1010.63,15.55555556
2006-08-26 23:00:00.000 +0200,15.6,0.81,6.2951,314,14.9569,1010.37,15.6
2006-08-27 00:00:00.000 +0200,14.07222222,0.85,6.2468,318,15.8263,1010.82,14.07222222
2006-08-27 01:00:00.000 +0200,14.46111111,0.83,6.3434,336,15.8263,1011.02,14.46111111
2006-08-27 02:00:00.000 +0200,16.72222222,0.83,13.2342,282,15.0052,1011.18,16.72222222
2006-08-27 03:00:00.000 +0200,15.48888889,0.79,3.1878,345,15.8263,1010.85,15.48888889
2006-08-27 04:00:00.000 +0200,13.88888889,0.9,3.3005,233,9.982,0,13.88888889
2006-08-27 05:00:00.000 +0200,12.67222222,0.9,3.4776,294,14.8764,1011.01,12.67222222
2006-08-27 06:00:00.000 +0200,13.83888889,0.9,0.3703,297,9.8049,1011.02,13.83888889
2006-08-27 07:00:00.000 +0200,15.05,0.87,7.9373,319,9.8049,0,15.05
2006-08-27 08:00:00.000 +0200,17.71111111,0.79,7.7763,305,10.3523,1011.32,17.71111111
2006-08-27 09:00:00.000 +0200,21,0.63,5.4096,307,9.982,1011.38,21
2006-08-27 10:00:00.000 +0200,22.66666667,0.57,7.9373,316,11.2056,1011.39,22.66666667
2006-08-27 11:00:00.000 +0200,23.66666667,0.51,4.4275,314,11.3988,1011.36,23.66666667
2006-08-27 12:00:00.000 +0200,24.93333333,0.45,9.3058,295,11.27,1011.19,24.93333333
2006-08-27 13:00:00.000 +0200,24.86111111,0.46,10.5777,335,9.982,1011.21,24.86111111
2006-08-27 14:00:00.000 +0200,24.83888889,0.42,7.2933,294,10.3523,1011.18,24.83888889
2006-08-27 15:00:00.000 +0200,25,0.45,0.644,281,9.982,1010.88,25
2006-08-27 16:00:00.000 +0200,26.11111111,0.39,4.3148,108,9.982,0,26.11111111
2006-08-27 17:00:00.000 +0200,25.91111111,0.4,4.3309,203,10.3523,1010.15,25.91111111
2006-08-27 18:00:00.000 +0200,23.88888889,0.48,6.9391,58,9.982,0,23.88888889
2006-08-27 19:00:00.000 +0200,21.11111111,0.59,3.22,13,9.982,0,21.11111111
2006-08-27 20:00:00.000 +0200,18.24444444,0.72,4.508,285,11.0285,1010.72,18.24444444
2006-08-27 21:00:00.000 +0200,17.24444444,0.75,0.6118,312,11.2056,1010.82,17.24444444
2006-08-27 22:00:00.000 +0200,16.17777778,0.81,3.5259,322,15.8263,1010.9,16.17777778
2006-08-27 23:00:00.000 +0200,17.79444444,0.74,5.5223,12,14.9569,1010.76,17.79444444
2006-08-28 00:00:00.000 +0200,16.66666667,0.78,3.4615,346,15.8263,1010.67,16.66666667
2006-08-28 01:00:00.000 +0200,16.18888889,0.81,8.1144,345,11.2056,0,16.18888889
2006-08-28 02:00:00.000 +0200,13.35,0.95,4.7978,174,14.9569,1007.87,13.35
2006-08-28 03:00:00.000 +0200,15.55555556,0.93,20.8656,291,8.1305,1011.3,15.55555556
2006-08-28 04:00:00.000 +0200,15,0.93,24.0695,309,7.9695,1011.13,15
2006-08-28 05:00:00.000 +0200,14.51666667,0.96,16.2932,330,4.991,1011.26,14.51666667
2006-08-28 06:00:00.000 +0200,15,0.93,20.7368,339,11.0446,0,15
2006-08-28 07:00:00.000 +0200,15,0.93,14.6188,319,10.9802,0,15
2006-08-28 08:00:00.000 +0200,15,0.94,14.5544,310,10.8836,1011.02,15
2006-08-28 09:00:00.000 +0200,15.11666667,0.93,12.5258,299,11.0768,1011.43,15.11666667
2006-08-28 10:00:00.000 +0200,15.11666667,0.93,15.4882,308,8.05,1011.71,15.11666667
2006-08-28 11:00:00.000 +0200,16.24444444,0.92,12.2682,320,11.0768,1011.77,16.24444444
2006-08-28 12:00:00.000 +0200,17.87222222,0.84,9.5795,306,11.27,1011.38,17.87222222
2006-08-28 13:00:00.000 +0200,19.05,0.73,3.0751,343,11.27,1011.07,19.05
2006-08-28 14:00:00.000 +0200,20.91666667,0.67,4.0572,236,11.4471,1010.78,20.91666667
2006-08-28 15:00:00.000 +0200,21.06111111,0.63,8.3398,281,11.27,0,21.06111111
2006-08-28 16:00:00.000 +0200,21.11111111,0.63,8.6135,299,11.2056,0,21.11111111
2006-08-28 17:00:00.000 +0200,21.21111111,0.61,8.5008,288,11.3988,1009.34,21.21111111
2006-08-28 18:00:00.000 +0200,20.07222222,0.67,8.2271,288,11.2056,1009.19,20.07222222
2006-08-28 19:00:00.000 +0200,17.89444444,0.77,8.1305,260,11.2056,1008.91,17.89444444
2006-08-28 20:00:00.000 +0200,17.48888889,0.79,5.3291,233,10.3523,1008.8,17.48888889
2006-08-28 21:00:00.000 +0200,16.16111111,0.86,9.8854,250,9.982,1008.79,16.16111111
2006-08-28 22:00:00.000 +0200,16.16111111,0.81,8.3398,239,9.982,0,16.16111111
2006-08-28 23:00:00.000 +0200,15.16666667,0.87,6.8747,237,14.9569,1008.42,15.16666667
2006-08-29 00:00:00.000 +0200,13.87222222,0.93,3.4776,202,15.8263,1007.98,13.87222222
2006-08-29 01:00:00.000 +0200,12.75555556,0.96,6.2307,150,15.8263,1007.77,12.75555556
2006-08-29 02:00:00.000 +0200,12,0.95,3.2039,180,14.168,1008.45,12
2006-08-29 03:00:00.000 +0200,12.75,1,4.8783,151,9.982,0,12.75
2006-08-29 04:00:00.000 +0200,13.35555556,0.96,6.2468,159,15.7297,1005.9,13.35555556
2006-08-29 05:00:00.000 +0200,13.58333333,0.95,6.0053,167,14.8764,1005.48,13.58333333
2006-08-29 06:00:00.000 +0200,13.91111111,0.93,7.7924,209,11.0446,1004.72,13.91111111
2006-08-29 07:00:00.000 +0200,14.95,0.93,9.8693,229,6.0214,0,14.95
2006-08-29 08:00:00.000 +0200,14.92222222,0.93,9.7727,241,4.6207,1005.79,14.92222222
2006-08-29 09:00:00.000 +0200,14.90555556,0.93,14.4417,271,11.1251,1005.36,14.90555556
2006-08-29 10:00:00.000 +0200,13.91111111,0.93,24.5203,299,11.27,1006.15,13.91111111
2006-08-29 11:00:00.000 +0200,14.97222222,0.87,15.8907,302,11.0768,1006.97,14.97222222
2006-08-29 12:00:00.000 +0200,16.16111111,0.8,22.2341,300,11.27,0,16.16111111
2006-08-29 13:00:00.000 +0200,17.82777778,0.65,26.4201,300,11.27,0,17.82777778
2006-08-29 14:00:00.000 +0200,18.77222222,0.53,27.9013,308,11.0285,1007.57,18.77222222
2006-08-29 15:00:00.000 +0200,19.9,0.49,24.3432,291,11.2056,0,19.9
2006-08-29 16:00:00.000 +0200,19.95,0.45,25.9049,290,11.2056,0,19.95
2006-08-29 17:00:00.000 +0200,19.10555556,0.46,21.3647,298,10.3523,1008.12,19.10555556
2006-08-29 18:00:00.000 +0200,18.93333333,0.43,20.1572,289,9.982,1008.18,18.93333333
2006-08-29 19:00:00.000 +0200,16.22777778,0.58,5.1359,251,9.982,1008.59,16.22777778
2006-08-29 20:00:00.000 +0200,14.30555556,0.73,8.3881,237,9.982,1009.18,14.30555556
2006-08-29 21:00:00.000 +0200,12.85,0.89,9.3058,222,9.982,1009.39,12.85
2006-08-29 22:00:00.000 +0200,12.75555556,0.92,6.3112,204,15.8263,1009.47,12.75555556
2006-08-29 23:00:00.000 +0200,12.38333333,0.92,7.2128,239,15.3111,1009.31,12.38333333
2006-08-03 00:00:00.000 +0200,17.13888889,0.87,6.44,300,15.8263,1009.64,17.13888889
2006-08-03 01:00:00.000 +0200,16.62222222,0.9,6.2951,270,15.8263,1010.11,16.62222222
2006-08-03 02:00:00.000 +0200,19.36111111,0.9,14.8281,300,14.0231,1004.26,19.36111111
2006-08-03 03:00:00.000 +0200,16.01666667,0.9,6.4239,309,15.8263,1009.6,16.01666667
2006-08-03 04:00:00.000 +0200,16.03888889,0.9,2.9624,322,15.7297,1009.2,16.03888889
2006-08-03 05:00:00.000 +0200,16.12222222,0.93,6.1824,332,14.7637,1008.88,16.12222222
2006-08-03 06:00:00.000 +0200,17.06111111,0.88,3.0107,277,10.8997,1008.6,17.06111111
2006-08-03 07:00:00.000 +0200,17.2,0.87,1.61,125,11.0446,1008.32,17.2
2006-08-03 08:00:00.000 +0200,17.78333333,0.9,3.2361,253,11.0285,1008.62,17.78333333
2006-08-03 09:00:00.000 +0200,17.85,0.96,7.5348,169,8.1305,1008.67,17.85
2006-08-03 10:00:00.000 +0200,17.87222222,0.96,7.5992,207,11.2056,1008.19,17.87222222
2006-08-03 11:00:00.000 +0200,18.08888889,0.94,9.4024,335,11.3988,1007.67,18.08888889
2006-08-03 12:00:00.000 +0200,19.08333333,0.89,4.4114,350,11.2056,1006.8,19.08333333
2006-08-03 13:00:00.000 +0200,22.25555556,0.68,11.9945,61,11.27,1006.09,22.25555556
2006-08-03 14:00:00.000 +0200,22.68333333,0.67,8.5491,54,11.4471,1005.68,22.68333333
2006-08-03 15:00:00.000 +0200,24.78888889,0.59,12.1877,70,10.0464,1005.02,24.78888889
2006-08-03 16:00:00.000 +0200,24.87777778,0.64,14.1197,79,11.27,1004.12,24.87777778
2006-08-03 17:00:00.000 +0200,24.88333333,0.64,13.4918,84,10.4006,1003.33,24.88333333
2006-08-03 18:00:00.000 +0200,24.83333333,0.65,9.4668,71,10.0464,1002.93,24.83333333
2006-08-03 19:00:00.000 +0200,23.61111111,0.7,10.1752,61,11.27,1002.6,23.61111111
2006-08-03 20:00:00.000 +0200,22.12777778,0.82,4.2504,338,10.787,1002.35,22.12777778
2006-08-03 21:00:00.000 +0200,19.92777778,0.87,15.3111,70,11.27,1003.04,19.92777778
2006-08-03 22:00:00.000 +0200,19.88333333,0.9,10.8836,98,14.9569,1003.02,19.88333333
2006-08-03 23:00:00.000 +0200,19.92222222,0.93,8.6296,151,3.4937,1001.94,19.92222222
2006-08-30 00:00:00.000 +0200,11.64444444,0.95,3.3327,172,15.8263,1009.1,11.64444444
2006-08-30 01:00:00.000 +0200,11.08333333,0.93,2.3989,176,14.9086,1009.54,11.08333333
2006-08-30 02:00:00.000 +0200,11.32222222,0.89,9.9176,272,14.168,1014.72,11.32222222
2006-08-30 03:00:00.000 +0200,12.17222222,0.99,3.4293,177,11.2056,0,12.17222222
2006-08-30 04:00:00.000 +0200,12.17222222,0.99,3.0751,160,11.2056,0,12.17222222
2006-08-30 05:00:00.000 +0200,12.69444444,0.92,2.7048,179,9.8049,1008.47,12.69444444
2006-08-30 06:00:00.000 +0200,12.2,0.99,10.7709,212,11.2056,1008.22,12.2
2006-08-30 07:00:00.000 +0200,12.22222222,0.92,9.5312,241,11.2056,1008.53,12.22222222
2006-08-30 08:00:00.000 +0200,12.30555556,0.93,8.8872,292,10.1913,1009.56,12.30555556
2006-08-30 09:00:00.000 +0200,12.25,0.93,15.8907,308,11.2056,0,12.25
2006-08-30 10:00:00.000 +0200,12.3,0.92,10.1591,269,11.2056,0,12.3
2006-08-30 11:00:00.000 +0200,12.73888889,0.9,10.7065,260,10.1913,1010.08,12.73888889
2006-08-30 12:00:00.000 +0200,12.82777778,0.9,12.9122,279,11.2056,1009.68,12.82777778
2006-08-30 13:00:00.000 +0200,12.87222222,0.89,16.2127,270,11.27,1010.53,12.87222222
2006-08-30 14:00:00.000 +0200,13.76666667,0.9,17.8871,279,10.1913,1010.87,13.76666667
2006-08-30 15:00:00.000 +0200,13.93888889,0.89,16.5186,271,11.27,0,13.93888889
2006-08-30 16:00:00.000 +0200,13.98888889,0.89,15.1501,280,10.0464,0,13.98888889
2006-08-30 17:00:00.000 +0200,14.91111111,0.84,13.4757,262,11.0768,1012.2,14.91111111
2006-08-30 18:00:00.000 +0200,15.07222222,0.82,11.4471,251,11.27,1012.52,15.07222222
2006-08-30 19:00:00.000 +0200,13.93888889,0.89,11.6886,261,11.2056,0,13.93888889
2006-08-30 20:00:00.000 +0200,13.08888889,0.89,11.9623,245,9.982,1013.73,13.08888889
2006-08-30 21:00:00.000 +0200,12.85,0.83,12.8639,270,9.982,1014.33,12.85
2006-08-30 22:00:00.000 +0200,12.3,0.8,11.914,271,9.982,0,12.3
2006-08-30 23:00:00.000 +0200,12.71111111,0.85,14.5061,267,14.9569,1015.13,12.71111111
2006-08-31 00:00:00.000 +0200,12.22222222,0.86,11.5115,259,14.9086,1015.16,12.22222222
2006-08-31 01:00:00.000 +0200,11.66666667,0.86,14.2485,270,14.9086,1015.45,11.66666667
2006-08-31 02:00:00.000 +0200,13.46111111,0.78,18.6116,304,14.9569,1019.31,13.46111111
2006-08-31 03:00:00.000 +0200,11.11666667,0.86,14.5061,260,14.9086,1015.71,11.11666667
2006-08-31 04:00:00.000 +0200,12.77777778,0.77,25.76,260,9.982,0,12.77777778
2006-08-31 05:00:00.000 +0200,11.11111111,0.85,14.6188,251,14.9569,1015.96,11.11111111
2006-08-31 06:00:00.000 +0200,11.16111111,0.86,12.9927,260,9.982,1016.1,11.16111111
2006-08-31 07:00:00.000 +0200,12.71111111,0.77,17.5329,269,9.982,1016.22,12.71111111
2006-08-31 08:00:00.000 +0200,12.78888889,0.78,17.3558,260,11.0285,1016.5,12.78888889
2006-08-31 09:00:00.000 +0200,13.88888889,0.77,18.2252,270,10.0464,0,13.88888889
2006-08-31 10:00:00.000 +0200,15.94444444,0.68,33.9066,289,11.27,1016.52,15.94444444
2006-08-31 11:00:00.000 +0200,15.28333333,0.75,27.7403,287,11.3183,1016.96,15.28333333
2006-08-31 12:00:00.000 +0200,15.01666667,0.83,23.9246,270,11.1251,1017.1,15.01666667
2006-08-31 13:00:00.000 +0200,14.99444444,0.83,28.3199,289,11.1251,1017.05,14.99444444
2006-08-31 14:00:00.000 +0200,14.09444444,0.88,27.7242,287,10.948,1017.4,14.09444444
2006-08-31 15:00:00.000 +0200,15.13888889,0.82,30.5256,299,11.27,1017.35,15.13888889
2006-08-31 16:00:00.000 +0200,16.16111111,0.77,36.386,309,11.27,1017.18,16.16111111
2006-08-31 17:00:00.000 +0200,17.06111111,0.73,27.1768,308,11.4471,1017.73,17.06111111
2006-08-31 18:00:00.000 +0200,17.22222222,0.72,26.5328,309,11.2056,0,17.22222222
2006-08-31 19:00:00.000 +0200,16.11111111,0.72,26.4201,300,9.982,0,16.11111111
2006-08-31 20:00:00.000 +0200,15,0.78,17.1626,310,10.3523,1018.92,15
2006-08-31 21:00:00.000 +0200,15,0.78,21.2198,309,9.982,0,15
2006-08-31 22:00:00.000 +0200,14.97777778,0.78,17.8871,308,15.8263,1019.41,14.97777778
2006-08-31 23:00:00.000 +0200,14.33333333,0.78,16.4703,305,14.9569,1019.79,14.33333333
2006-08-04 00:00:00.000 +0200,19.4,0.97,10.8192,112,8.1949,1000.81,19.4
2006-08-04 01:00:00.000 +0200,19.42222222,0.93,5.5384,24,9.9015,1001.41,19.42222222
2006-08-04 02:00:00.000 +0200,15.82777778,0.95,5.5223,285,8.3076,1007.96,15.82777778
2006-08-04 03:00:00.000 +0200,19.28333333,0.91,3.0268,297,14.7315,1002.68,19.28333333
2006-08-04 04:00:00.000 +0200,18.79444444,0.94,3.1717,240,14.7315,1002.46,18.79444444
2006-08-04 05:00:00.000 +0200,17.82222222,0.97,5.8121,287,14.7959,1003.36,17.82222222
2006-08-04 06:00:00.000 +0200,17.75555556,1,7.4221,280,10.948,1003.74,17.75555556
2006-08-04 07:00:00.000 +0200,18.77222222,0.93,2.9946,10,10.948,1003.22,18.77222222
2006-08-04 08:00:00.000 +0200,18.76666667,0.93,7.1967,256,10.7548,1004.13,18.76666667
2006-08-04 09:00:00.000 +0200,17.71111111,1,3.1395,223,4.9427,1004.59,17.71111111
2006-08-04 10:00:00.000 +0200,17.71111111,0.97,8.4847,153,7.8729,1004.91,17.71111111
2006-08-04 11:00:00.000 +0200,18.78888889,0.9,8.3237,93,10.4489,1004.34,18.78888889
2006-08-04 12:00:00.000 +0200,19.79444444,0.87,11.0446,309,10.948,1004.95,19.79444444
2006-08-04 13:00:00.000 +0200,19.93333333,0.87,10.9319,328,11.0446,1005.32,19.93333333
2006-08-04 14:00:00.000 +0200,20.89444444,0.82,8.8711,342,11.3183,1005.05,20.89444444
2006-08-04 15:00:00.000 +0200,19.93333333,0.86,8.0983,291,11.1251,1005.04,19.93333333
2006-08-04 16:00:00.000 +0200,18.91666667,0.92,16.583,329,11.1251,1005.57,18.91666667
2006-08-04 17:00:00.000 +0200,19.02222222,0.92,12.9444,313,11.4471,1006.05,19.02222222
2006-08-04 18:00:00.000 +0200,18.96111111,0.89,10.7226,311,11.27,1006.58,18.96111111
2006-08-04 19:00:00.000 +0200,18.88888889,0.89,7.8407,338,11.27,0,18.88888889
2006-08-04 20:00:00.000 +0200,18.81111111,0.9,2.2218,290,10.0303,1006.79,18.81111111
2006-08-04 21:00:00.000 +0200,17.15555556,0.93,9.499,261,8.05,1007.16,17.15555556
2006-08-04 22:00:00.000 +0200,17.59444444,0.93,6.279,241,8.05,1008.3,17.59444444
2006-08-04 23:00:00.000 +0200,16.62777778,0.94,3.0751,268,7.9856,1008.67,16.62777778
2006-08-05 00:00:00.000 +0200,16.46111111,0.97,2.9463,286,8.0017,1008.74,16.46111111
2006-08-05 01:00:00.000 +0200,15.44444444,0.96,6.279,260,8.0017,1009.31,15.44444444
2006-08-05 02:00:00.000 +0200,13.65,0.93,3.542,266,14.5866,1011.44,13.65
2006-08-05 03:00:00.000 +0200,14.36111111,0.96,2.9463,165,8.0017,1009.5,14.36111111
2006-08-05 04:00:00.000 +0200,13.82777778,0.96,3.2522,254,6.1663,1009.51,13.82777778
2006-08-05 05:00:00.000 +0200,13.43888889,0.96,3.5903,295,6.3434,1009.21,13.43888889
2006-08-05 06:00:00.000 +0200,13.82777778,0.99,14.1036,310,6.118,1008.96,13.82777778
2006-08-05 07:00:00.000 +0200,14.91111111,0.93,12.7995,318,6.118,1009.43,14.91111111
2006-08-05 08:00:00.000 +0200,15.05555556,0.93,3.0912,347,10.5294,1009.87,15.05555556
2006-08-05 09:00:00.000 +0200,16.13888889,0.87,7.9695,335,11.1251,1010.29,16.13888889
2006-08-05 10:00:00.000 +0200,16.22777778,0.87,5.0393,315,11.1251,1010.37,16.22777778
2006-08-05 11:00:00.000 +0200,17.25555556,0.87,10.5455,301,10.7226,1010.19,17.25555556
2006-08-05 12:00:00.000 +0200,17.41111111,0.86,9.5312,309,11.27,1010.13,17.41111111
2006-08-05 13:00:00.000 +0200,17.93888889,0.83,10.9158,299,11.27,1010.3,17.93888889
2006-08-05 14:00:00.000 +0200,19.08333333,0.77,9.1609,289,10.7226,1010.46,19.08333333
2006-08-05 15:00:00.000 +0200,20.16111111,0.72,11.1734,271,11.27,1010.46,20.16111111
2006-08-05 16:00:00.000 +0200,22.26666667,0.59,12.4292,308,11.27,1010.27,22.26666667
2006-08-05 17:00:00.000 +0200,22.5,0.55,7.8085,262,11.0768,1010.23,22.5
2006-08-05 18:00:00.000 +0200,21.22777778,0.62,12.6546,271,11.27,1009.81,21.22777778
2006-08-05 19:00:00.000 +0200,21.10555556,0.67,7.9373,262,11.2056,1009.92,21.10555556
2006-08-05 20:00:00.000 +0200,19.05555556,0.73,6.9069,288,11.0285,1010.35,19.05555556
2006-08-05 21:00:00.000 +0200,17.25,0.81,4.8783,261,11.2056,0,17.25
2006-08-05 22:00:00.000 +0200,16.16111111,0.86,8.3398,270,9.982,0,16.16111111
2006-08-05 23:00:00.000 +0200,15.32777778,0.89,6.3756,255,14.9569,1011.69,15.32777778
2006-08-06 00:00:00.000 +0200,13.98888889,0.92,9.7405,270,9.982,0,13.98888889
2006-08-06 01:00:00.000 +0200,13.93888889,0.93,7.9695,250,9.982,0,13.93888889
2006-08-06 02:00:00.000 +0200,15.40555556,0.95,2.8175,178,9.6761,1009.59,15.40555556
2006-08-06 03:00:00.000 +0200,12.73888889,0.93,2.9624,250,9.982,1011.68,12.73888889
2006-08-06 04:00:00.000 +0200,12.73888889,0.93,6.0053,229,11.9784,1011.29,12.73888889
2006-08-06 05:00:00.000 +0200,12.42222222,0.96,5.9731,208,13.7333,1011.4,12.42222222
2006-08-06 06:00:00.000 +0200,12.17777778,1,3.059,179,9.9015,1011.57,12.17777778
2006-08-06 07:00:00.000 +0200,13.91666667,0.93,9.3702,162,9.9015,1011.67,13.91666667
2006-08-06 08:00:00.000 +0200,17.55555556,0.8,8.6457,192,9.982,1011.78,17.55555556
2006-08-06 09:00:00.000 +0200,19.90555556,0.69,12.1877,200,9.982,1011.65,19.90555556
2006-08-06 10:00:00.000 +0200,21.01666667,0.64,12.4936,210,11.27,1011.57,21.01666667
2006-08-06 11:00:00.000 +0200,22.03888889,0.64,13.1215,217,11.0768,1011.59,22.03888889
2006-08-06 12:00:00.000 +0200,22.10555556,0.56,14.1036,220,11.27,1011.27,22.10555556
2006-08-06 13:00:00.000 +0200,23.74444444,0.55,17.1626,201,11.27,1010.78,23.74444444
2006-08-06 14:00:00.000 +0200,24.59444444,0.54,16.0517,213,11.4471,1010.6,24.59444444
2006-08-06 15:00:00.000 +0200,22.65,0.54,13.6689,201,11.27,1010.23,22.65
2006-08-06 16:00:00.000 +0200,23.75,0.51,10.8031,241,11.27,1010.01,23.75
2006-08-06 17:00:00.000 +0200,23.77222222,0.5,10.1913,243,11.4471,1010.09,23.77222222
2006-08-06 18:00:00.000 +0200,22.24444444,0.59,10.5616,327,11.27,1009.97,22.24444444
2006-08-06 19:00:00.000 +0200,22.10555556,0.64,4.4275,27,11.2056,1009.88,22.10555556
2006-08-06 20:00:00.000 +0200,19.19444444,0.76,2.6565,23,11.3988,1009.95,19.19444444
2006-08-06 21:00:00.000 +0200,17.24444444,0.87,1.4168,33,9.982,1010.18,17.24444444
2006-08-06 22:00:00.000 +0200,16.71111111,0.9,3.1073,167,15.8263,1010.27,16.71111111
2006-08-06 23:00:00.000 +0200,16.76111111,0.9,2.9302,163,14.168,1010.15,16.76111111
2006-08-07 00:00:00.000 +0200,15.14444444,0.95,3.1556,153,9.982,1009.8,15.14444444
2006-08-07 01:00:00.000 +0200,15.67222222,0.93,6.1985,161,9.982,1009.6,15.67222222
2006-08-07 02:00:00.000 +0200,16.18888889,0.96,4.7173,320,8.4203,1005.11,16.18888889
